[Sensor: Sin Wave 2] { Time: 4:01:34 AM 04 01 34 .000; Data: 0.790435; } 
[Sensor: Sin Wave 2] { Time: 4:32:25 PM 16 32 25 .000; Data: 0.995209; } 
[Sensor: Sin Wave 2] { Time: 4:32:30 PM 16 32 30 .000; Data: 0.188546; } 
[Sensor: Sin Wave 2] { Time: 4:32:35 PM 16 32 35 .000; Data: -0.888242; } 
[Sensor: Sin Wave 2] { Time: 4:32:40 PM 16 32 40 .000; Data: -0.692468; } 
[Sensor: Sin Wave 2] { Time: 4:32:45 PM 16 32 45 .000; Data: 0.495388; } 
[Sensor: Sin Wave 2] { Time: 4:32:50 PM 16 32 50 .000; Data: 0.973513; } 
[Sensor: Sin Wave 2] { Time: 4:32:55 PM 16 32 55 .000; Data: 0.056910; } 
[Sensor: Sin Wave 2] { Time: 4:33:00 PM 16 33 00 .000; Data: -0.941227; } 
[Sensor: Sin Wave 2] { Time: 4:33:05 PM 16 33 05 .000; Data: -0.590891; } 
[Sensor: Sin Wave 2] { Time: 4:33:10 PM 16 33 10 .000; Data: 0.606000; } 
[Sensor: Sin Wave 2] { Time: 4:33:15 PM 16 33 15 .000; Data: 0.934690; } 
[Sensor: Sin Wave 2] { Time: 4:33:20 PM 16 33 20 .000; Data: -0.075728; } 
[Sensor: Sin Wave 2] { Time: 4:33:25 PM 16 33 25 .000; Data: -0.977652; } 
[Sensor: Sin Wave 2] { Time: 4:33:30 PM 16 33 30 .000; Data: -0.478918; } 
[Sensor: Sin Wave 2] { Time: 4:33:35 PM 16 33 35 .000; Data: 0.705950; } 
[Sensor: Sin Wave 2] { Time: 4:33:40 PM 16 33 40 .000; Data: 0.879420; } 
[Sensor: Sin Wave 2] { Time: 4:33:45 PM 16 33 45 .000; Data: -0.207034; } 
[Sensor: Sin Wave 2] { Time: 4:33:50 PM 16 33 50 .000; Data: -0.996876; } 
[Sensor: Sin Wave 2] { Time: 4:33:55 PM 16 33 55 .000; Data: -0.358518; } 
[Sensor: Sin Wave 2] { Time: 4:34:00 PM 16 34 00 .000; Data: 0.793480; } 
[Sensor: Sin Wave 2] { Time: 4:34:05 PM 16 34 05 .000; Data: 0.808678; } 
[Sensor: Sin Wave 2] { Time: 4:34:10 PM 16 34 10 .000; Data: -0.334697; } 
[Sensor: Sin Wave 2] { Time: 4:34:15 PM 16 34 15 .000; Data: -0.998560; } 
[Sensor: Sin Wave 2] { Time: 4:34:20 PM 16 34 20 .000; Data: -0.231811; } 
[Sensor: Sin Wave 2] { Time: 4:34:25 PM 16 34 25 .000; Data: 0.867048; } 
[Sensor: Sin Wave 2] { Time: 4:34:30 PM 16 34 30 .000; Data: 0.723708; } 
[Sensor: Sin Wave 2] { Time: 4:34:35 PM 16 34 35 .000; Data: -0.456471; } 
[Sensor: Sin Wave 2] { Time: 4:34:40 PM 16 34 40 .000; Data: -0.982675; } 
[Sensor: Sin Wave 2] { Time: 4:34:45 PM 16 34 45 .000; Data: -0.101025; } 
[Sensor: Sin Wave 2] { Time: 4:34:50 PM 16 34 50 .000; Data: 0.925361; } 
[Sensor: Sin Wave 2] { Time: 4:34:55 PM 16 34 55 .000; Data: 0.626005; } 
[Sensor: Sin Wave 2] { Time: 4:35:00 PM 16 35 00 .000; Data: -0.570213; } 
[Sensor: Sin Wave 2] { Time: 4:35:05 PM 16 35 05 .000; Data: -0.949501; } 
[Sensor: Sin Wave 2] { Time: 4:35:10 PM 16 35 10 .000; Data: 0.031538; } 
[Sensor: Sin Wave 2] { Time: 4:35:15 PM 16 35 15 .000; Data: 0.967393; } 
[Sensor: Sin Wave 2] { Time: 4:35:20 PM 16 35 20 .000; Data: 0.517288; } 
[Sensor: Sin Wave 2] { Time: 4:35:25 PM 16 35 25 .000; Data: -0.673924; } 
[Sensor: Sin Wave 2] { Time: 4:35:30 PM 16 35 30 .000; Data: -0.899621; } 
[Sensor: Sin Wave 2] { Time: 4:35:35 PM 16 35 35 .000; Data: 0.163547; } 
[Sensor: Sin Wave 2] { Time: 4:35:40 PM 16 35 40 .000; Data: 0.992405; } 
[Sensor: Sin Wave 2] { Time: 4:35:45 PM 16 35 45 .000; Data: 0.399469; } 
[Sensor: Sin Wave 2] { Time: 4:35:50 PM 16 35 50 .000; Data: -0.765777; } 
[Sensor: Sin Wave 2] { Time: 4:35:55 PM 16 35 55 .000; Data: -0.833912; } 
[Sensor: Sin Wave 2] { Time: 4:36:00 PM 16 36 00 .000; Data: 0.292678; } 
[Sensor: Sin Wave 2] { Time: 4:36:05 PM 16 36 05 .000; Data: 0.999956; } 
[Sensor: Sin Wave 2] { Time: 4:36:10 PM 16 36 10 .000; Data: 0.274621; } 
[Sensor: Sin Wave 2] { Time: 4:36:15 PM 16 36 15 .000; Data: -0.844156; } 
[Sensor: Sin Wave 2] { Time: 4:36:20 PM 16 36 20 .000; Data: -0.753532; } 
[Sensor: Sin Wave 2] { Time: 4:36:25 PM 16 36 25 .000; Data: 0.416659; } 
[Sensor: Sin Wave 2] { Time: 4:36:30 PM 16 36 30 .000; Data: 0.989913; } 
[Sensor: Sin Wave 2] { Time: 4:36:35 PM 16 36 35 .000; Data: 0.144942; } 
[Sensor: Sin Wave 2] { Time: 4:36:40 PM 16 36 40 .000; Data: -0.907683; } 
[Sensor: Sin Wave 2] { Time: 4:36:45 PM 16 36 45 .000; Data: -0.659893; } 
[Sensor: Sin Wave 2] { Time: 4:36:50 PM 16 36 50 .000; Data: 0.533310; } 
[Sensor: Sin Wave 2] { Time: 4:36:55 PM 16 36 55 .000; Data: 0.962453; } 
[Sensor: Sin Wave 2] { Time: 4:37:00 PM 16 37 00 .000; Data: 0.012713; } 
[Sensor: Sin Wave 2] { Time: 4:37:05 PM 16 37 05 .000; Data: -0.955241; } 
[Sensor: Sin Wave 2] { Time: 4:37:10 PM 16 37 10 .000; Data: -0.554644; } 
[Sensor: Sin Wave 2] { Time: 4:37:15 PM 16 37 15 .000; Data: 0.640577; } 
[Sensor: Sin Wave 2] { Time: 4:37:20 PM 16 37 20 .000; Data: 0.918059; } 
[Sensor: Sin Wave 2] { Time: 4:37:25 PM 16 37 25 .000; Data: -0.119740; } 
[Sensor: Sin Wave 2] { Time: 4:37:30 PM 16 37 30 .000; Data: -0.985991; } 
[Sensor: Sin Wave 2] { Time: 4:37:35 PM 16 37 35 .000; Data: -0.439637; } 
[Sensor: Sin Wave 2] { Time: 4:37:40 PM 16 37 40 .000; Data: 0.736574; } 
[Sensor: Sin Wave 2] { Time: 4:37:45 PM 16 37 45 .000; Data: 0.857513; } 
[Sensor: Sin Wave 2] { Time: 4:37:50 PM 16 37 50 .000; Data: -0.250086; } 
[Sensor: Sin Wave 2] { Time: 4:37:55 PM 16 37 55 .000; Data: -0.999393; } 
[Sensor: Sin Wave 2] { Time: 4:38:00 PM 16 38 00 .000; Data: -0.316894; } 
[Sensor: Sin Wave 2] { Time: 4:38:05 PM 16 38 05 .000; Data: 0.819611; } 
[Sensor: Sin Wave 2] { Time: 4:38:10 PM 16 38 10 .000; Data: 0.781880; } 
[Sensor: Sin Wave 2] { Time: 4:38:15 PM 16 38 15 .000; Data: -0.376032; } 
[Sensor: Sin Wave 2] { Time: 4:38:20 PM 16 38 20 .000; Data: -0.995212; } 
[Sensor: Sin Wave 2] { Time: 4:38:25 PM 16 38 25 .000; Data: -0.188576; } 
[Sensor: Sin Wave 2] { Time: 4:38:30 PM 16 38 30 .000; Data: 0.888228; } 
[Sensor: Sin Wave 2] { Time: 4:38:35 PM 16 38 35 .000; Data: 0.692489; } 
[Sensor: Sin Wave 2] { Time: 4:38:40 PM 16 38 40 .000; Data: -0.495362; } 
[Sensor: Sin Wave 2] { Time: 4:38:45 PM 16 38 45 .000; Data: -0.973520; } 
[Sensor: Sin Wave 2] { Time: 4:38:50 PM 16 38 50 .000; Data: -0.056940; } 
[Sensor: Sin Wave 2] { Time: 4:38:55 PM 16 38 55 .000; Data: 0.941217; } 
[Sensor: Sin Wave 2] { Time: 4:39:00 PM 16 39 00 .000; Data: 0.590915; } 
[Sensor: Sin Wave 2] { Time: 4:39:05 PM 16 39 05 .000; Data: -0.605976; } 
[Sensor: Sin Wave 2] { Time: 4:39:10 PM 16 39 10 .000; Data: -0.934700; } 
[Sensor: Sin Wave 2] { Time: 4:39:15 PM 16 39 15 .000; Data: 0.075698; } 
[Sensor: Sin Wave 2] { Time: 4:39:20 PM 16 39 20 .000; Data: 0.977646; } 
[Sensor: Sin Wave 2] { Time: 4:39:25 PM 16 39 25 .000; Data: 0.478944; } 
[Sensor: Sin Wave 2] { Time: 4:39:30 PM 16 39 30 .000; Data: -0.705929; } 
[Sensor: Sin Wave 2] { Time: 4:39:35 PM 16 39 35 .000; Data: -0.879435; } 
[Sensor: Sin Wave 2] { Time: 4:39:40 PM 16 39 40 .000; Data: 0.207004; } 
[Sensor: Sin Wave 2] { Time: 4:39:45 PM 16 39 45 .000; Data: 0.996873; } 
[Sensor: Sin Wave 2] { Time: 4:39:50 PM 16 39 50 .000; Data: 0.358546; } 
[Sensor: Sin Wave 2] { Time: 4:39:55 PM 16 39 55 .000; Data: -0.793461; } 
[Sensor: Sin Wave 2] { Time: 4:40:00 PM 16 40 00 .000; Data: -0.808696; } 
[Sensor: Sin Wave 2] { Time: 4:40:05 PM 16 40 05 .000; Data: 0.334668; } 
[Sensor: Sin Wave 2] { Time: 4:40:10 PM 16 40 10 .000; Data: 0.998562; } 
[Sensor: Sin Wave 2] { Time: 4:40:15 PM 16 40 15 .000; Data: 0.231840; } 
[Sensor: Sin Wave 2] { Time: 4:40:20 PM 16 40 20 .000; Data: -0.867033; } 
[Sensor: Sin Wave 2] { Time: 4:40:25 PM 16 40 25 .000; Data: -0.723729; } 
[Sensor: Sin Wave 2] { Time: 4:40:30 PM 16 40 30 .000; Data: 0.456444; } 
[Sensor: Sin Wave 2] { Time: 4:40:35 PM 16 40 35 .000; Data: 0.982681; } 
[Sensor: Sin Wave 2] { Time: 4:40:40 PM 16 40 40 .000; Data: 0.101055; } 
[Sensor: Sin Wave 2] { Time: 4:40:45 PM 16 40 45 .000; Data: -0.925350; } 
[Sensor: Sin Wave 2] { Time: 4:40:50 PM 16 40 50 .000; Data: -0.626029; } 
[Sensor: Sin Wave 2] { Time: 4:40:55 PM 16 40 55 .000; Data: 0.570189; } 
[Sensor: Sin Wave 2] { Time: 4:41:00 PM 16 41 00 .000; Data: 0.949510; } 
[Sensor: Sin Wave 2] { Time: 4:41:05 PM 16 41 05 .000; Data: -0.031508; } 
[Sensor: Sin Wave 2] { Time: 4:41:10 PM 16 41 10 .000; Data: -0.967386; } 
[Sensor: Sin Wave 2] { Time: 4:41:15 PM 16 41 15 .000; Data: -0.517313; } 
[Sensor: Sin Wave 2] { Time: 4:41:20 PM 16 41 20 .000; Data: 0.673901; } 
[Sensor: Sin Wave 2] { Time: 4:41:25 PM 16 41 25 .000; Data: 0.899634; } 
[Sensor: Sin Wave 2] { Time: 4:41:30 PM 16 41 30 .000; Data: -0.163517; } 
[Sensor: Sin Wave 2] { Time: 4:41:35 PM 16 41 35 .000; Data: -0.992401; } 
[Sensor: Sin Wave 2] { Time: 4:41:40 PM 16 41 40 .000; Data: -0.399496; } 
[Sensor: Sin Wave 2] { Time: 4:41:45 PM 16 41 45 .000; Data: 0.765757; } 
[Sensor: Sin Wave 2] { Time: 4:41:50 PM 16 41 50 .000; Data: 0.833929; } 
[Sensor: Sin Wave 2] { Time: 4:41:55 PM 16 41 55 .000; Data: -0.292649; } 
[Sensor: Sin Wave 2] { Time: 4:42:00 PM 16 42 00 .000; Data: -0.999956; } 
[Sensor: Sin Wave 2] { Time: 4:42:05 PM 16 42 05 .000; Data: -0.274650; } 
[Sensor: Sin Wave 2] { Time: 4:42:10 PM 16 42 10 .000; Data: 0.844140; } 
[Sensor: Sin Wave 2] { Time: 4:42:15 PM 16 42 15 .000; Data: 0.753552; } 
[Sensor: Sin Wave 2] { Time: 4:42:20 PM 16 42 20 .000; Data: -0.416632; } 
[Sensor: Sin Wave 2] { Time: 4:42:25 PM 16 42 25 .000; Data: -0.989917; } 
[Sensor: Sin Wave 2] { Time: 4:42:30 PM 16 42 30 .000; Data: -0.144972; } 
[Sensor: Sin Wave 2] { Time: 4:42:35 PM 16 42 35 .000; Data: 0.907671; } 
[Sensor: Sin Wave 2] { Time: 4:42:40 PM 16 42 40 .000; Data: 0.659916; } 
[Sensor: Sin Wave 2] { Time: 4:42:45 PM 16 42 45 .000; Data: -0.533284; } 
[Sensor: Sin Wave 2] { Time: 4:42:50 PM 16 42 50 .000; Data: -0.962461; } 
[Sensor: Sin Wave 2] { Time: 4:42:55 PM 16 42 55 .000; Data: -0.012743; } 
[Sensor: Sin Wave 2] { Time: 4:43:00 PM 16 43 00 .000; Data: 0.955232; } 
[Sensor: Sin Wave 2] { Time: 4:43:05 PM 16 43 05 .000; Data: 0.554670; } 
[Sensor: Sin Wave 2] { Time: 4:43:10 PM 16 43 10 .000; Data: -0.640554; } 
[Sensor: Sin Wave 2] { Time: 4:43:15 PM 16 43 15 .000; Data: -0.918071; } 
[Sensor: Sin Wave 2] { Time: 4:43:20 PM 16 43 20 .000; Data: 0.119710; } 
[Sensor: Sin Wave 2] { Time: 4:43:25 PM 16 43 25 .000; Data: 0.985986; } 
[Sensor: Sin Wave 2] { Time: 4:43:30 PM 16 43 30 .000; Data: 0.439664; } 
[Sensor: Sin Wave 2] { Time: 4:43:35 PM 16 43 35 .000; Data: -0.736554; } 
[Sensor: Sin Wave 2] { Time: 4:43:40 PM 16 43 40 .000; Data: -0.857529; } 
[Sensor: Sin Wave 2] { Time: 4:43:45 PM 16 43 45 .000; Data: 0.250057; } 
[Sensor: Sin Wave 2] { Time: 4:43:50 PM 16 43 50 .000; Data: 0.999392; } 
[Sensor: Sin Wave 2] { Time: 4:43:55 PM 16 43 55 .000; Data: 0.316923; } 
[Sensor: Sin Wave 2] { Time: 4:44:00 PM 16 44 00 .000; Data: -0.819594; } 
[Sensor: Sin Wave 2] { Time: 4:44:05 PM 16 44 05 .000; Data: -0.781898; } 
[Sensor: Sin Wave 2] { Time: 4:44:10 PM 16 44 10 .000; Data: 0.376004; } 
[Sensor: Sin Wave 2] { Time: 4:44:15 PM 16 44 15 .000; Data: 0.995215; } 
[Sensor: Sin Wave 2] { Time: 4:44:20 PM 16 44 20 .000; Data: 0.188606; } 
[Sensor: Sin Wave 2] { Time: 4:44:25 PM 16 44 25 .000; Data: -0.888214; } 
[Sensor: Sin Wave 2] { Time: 4:44:30 PM 16 44 30 .000; Data: -0.692511; } 
[Sensor: Sin Wave 2] { Time: 4:44:35 PM 16 44 35 .000; Data: 0.495336; } 
[Sensor: Sin Wave 2] { Time: 4:44:40 PM 16 44 40 .000; Data: 0.973527; } 
[Sensor: Sin Wave 2] { Time: 4:44:45 PM 16 44 45 .000; Data: 0.056970; } 
[Sensor: Sin Wave 2] { Time: 4:44:50 PM 16 44 50 .000; Data: -0.941207; } 
[Sensor: Sin Wave 2] { Time: 4:44:55 PM 16 44 55 .000; Data: -0.590939; } 
[Sensor: Sin Wave 2] { Time: 4:45:00 PM 16 45 00 .000; Data: 0.605952; } 
[Sensor: Sin Wave 2] { Time: 4:45:05 PM 16 45 05 .000; Data: 0.934711; } 
[Sensor: Sin Wave 2] { Time: 4:45:10 PM 16 45 10 .000; Data: -0.075668; } 
[Sensor: Sin Wave 2] { Time: 4:45:15 PM 16 45 15 .000; Data: -0.977639; } 
[Sensor: Sin Wave 2] { Time: 4:45:20 PM 16 45 20 .000; Data: -0.478971; } 
[Sensor: Sin Wave 2] { Time: 4:45:25 PM 16 45 25 .000; Data: 0.705908; } 
[Sensor: Sin Wave 2] { Time: 4:45:30 PM 16 45 30 .000; Data: 0.879449; } 
[Sensor: Sin Wave 2] { Time: 4:45:35 PM 16 45 35 .000; Data: -0.206975; } 
[Sensor: Sin Wave 2] { Time: 4:45:40 PM 16 45 40 .000; Data: -0.996871; } 
[Sensor: Sin Wave 2] { Time: 4:45:45 PM 16 45 45 .000; Data: -0.358574; } 
[Sensor: Sin Wave 2] { Time: 4:45:50 PM 16 45 50 .000; Data: 0.793443; } 
[Sensor: Sin Wave 2] { Time: 4:45:55 PM 16 45 55 .000; Data: 0.808714; } 
[Sensor: Sin Wave 2] { Time: 4:46:00 PM 16 46 00 .000; Data: -0.334640; } 
[Sensor: Sin Wave 2] { Time: 4:46:05 PM 16 46 05 .000; Data: -0.998563; } 
[Sensor: Sin Wave 2] { Time: 4:46:10 PM 16 46 10 .000; Data: -0.231870; } 
[Sensor: Sin Wave 2] { Time: 4:46:15 PM 16 46 15 .000; Data: 0.867018; } 
[Sensor: Sin Wave 2] { Time: 4:46:20 PM 16 46 20 .000; Data: 0.723750; } 
[Sensor: Sin Wave 2] { Time: 4:46:25 PM 16 46 25 .000; Data: -0.456417; } 
[Sensor: Sin Wave 2] { Time: 4:46:30 PM 16 46 30 .000; Data: -0.982686; } 
[Sensor: Sin Wave 2] { Time: 4:46:35 PM 16 46 35 .000; Data: -0.101085; } 
[Sensor: Sin Wave 2] { Time: 4:46:40 PM 16 46 40 .000; Data: 0.925338; } 
[Sensor: Sin Wave 2] { Time: 4:46:45 PM 16 46 45 .000; Data: 0.626052; } 
[Sensor: Sin Wave 2] { Time: 4:46:50 PM 16 46 50 .000; Data: -0.570164; } 
[Sensor: Sin Wave 2] { Time: 4:46:55 PM 16 46 55 .000; Data: -0.949520; } 
[Sensor: Sin Wave 2] { Time: 4:47:00 PM 16 47 00 .000; Data: 0.031478; } 
[Sensor: Sin Wave 2] { Time: 4:47:05 PM 16 47 05 .000; Data: 0.967378; } 
[Sensor: Sin Wave 2] { Time: 4:47:10 PM 16 47 10 .000; Data: 0.517339; } 
[Sensor: Sin Wave 2] { Time: 4:47:15 PM 16 47 15 .000; Data: -0.673879; } 
[Sensor: Sin Wave 2] { Time: 4:47:20 PM 16 47 20 .000; Data: -0.899647; } 
[Sensor: Sin Wave 2] { Time: 4:47:25 PM 16 47 25 .000; Data: 0.163487; } 
[Sensor: Sin Wave 2] { Time: 4:47:30 PM 16 47 30 .000; Data: 0.992398; } 
[Sensor: Sin Wave 2] { Time: 4:47:35 PM 16 47 35 .000; Data: 0.399524; } 
[Sensor: Sin Wave 2] { Time: 4:47:40 PM 16 47 40 .000; Data: -0.765738; } 
[Sensor: Sin Wave 2] { Time: 4:47:45 PM 16 47 45 .000; Data: -0.833946; } 
[Sensor: Sin Wave 2] { Time: 4:47:50 PM 16 47 50 .000; Data: 0.292620; } 
[Sensor: Sin Wave 2] { Time: 4:47:55 PM 16 47 55 .000; Data: 0.999956; } 
[Sensor: Sin Wave 2] { Time: 4:48:00 PM 16 48 00 .000; Data: 0.274679; } 
[Sensor: Sin Wave 2] { Time: 4:48:05 PM 16 48 05 .000; Data: -0.844124; } 
[Sensor: Sin Wave 2] { Time: 4:48:10 PM 16 48 10 .000; Data: -0.753571; } 
[Sensor: Sin Wave 2] { Time: 4:48:15 PM 16 48 15 .000; Data: 0.416604; } 
[Sensor: Sin Wave 2] { Time: 4:48:20 PM 16 48 20 .000; Data: 0.989921; } 
[Sensor: Sin Wave 2] { Time: 4:48:25 PM 16 48 25 .000; Data: 0.145002; } 
[Sensor: Sin Wave 2] { Time: 4:48:30 PM 16 48 30 .000; Data: -0.907658; } 
[Sensor: Sin Wave 2] { Time: 4:48:35 PM 16 48 35 .000; Data: -0.659939; } 
[Sensor: Sin Wave 2] { Time: 4:48:40 PM 16 48 40 .000; Data: 0.533259; } 
[Sensor: Sin Wave 2] { Time: 4:48:45 PM 16 48 45 .000; Data: 0.962469; } 
[Sensor: Sin Wave 2] { Time: 4:48:50 PM 16 48 50 .000; Data: 0.012773; } 
[Sensor: Sin Wave 2] { Time: 4:48:55 PM 16 48 55 .000; Data: -0.955223; } 
[Sensor: Sin Wave 2] { Time: 4:49:00 PM 16 49 00 .000; Data: -0.554695; } 
[Sensor: Sin Wave 2] { Time: 4:49:05 PM 16 49 05 .000; Data: 0.640531; } 
[Sensor: Sin Wave 2] { Time: 4:49:10 PM 16 49 10 .000; Data: 0.918083; } 
[Sensor: Sin Wave 2] { Time: 4:49:15 PM 16 49 15 .000; Data: -0.119680; } 
[Sensor: Sin Wave 2] { Time: 4:49:20 PM 16 49 20 .000; Data: -0.985981; } 
[Sensor: Sin Wave 2] { Time: 4:49:25 PM 16 49 25 .000; Data: -0.439691; } 
[Sensor: Sin Wave 2] { Time: 4:49:30 PM 16 49 30 .000; Data: 0.736533; } 
[Sensor: Sin Wave 2] { Time: 4:49:35 PM 16 49 35 .000; Data: 0.857544; } 
[Sensor: Sin Wave 2] { Time: 4:49:40 PM 16 49 40 .000; Data: -0.250027; } 
[Sensor: Sin Wave 2] { Time: 4:49:45 PM 16 49 45 .000; Data: -0.999391; } 
[Sensor: Sin Wave 2] { Time: 4:49:50 PM 16 49 50 .000; Data: -0.316951; } 
[Sensor: Sin Wave 2] { Time: 4:49:55 PM 16 49 55 .000; Data: 0.819577; } 
[Sensor: Sin Wave 2] { Time: 4:50:00 PM 16 50 00 .000; Data: 0.781917; } 
[Sensor: Sin Wave 2] { Time: 4:50:05 PM 16 50 05 .000; Data: -0.375976; } 
[Sensor: Sin Wave 2] { Time: 4:50:10 PM 16 50 10 .000; Data: -0.995218; } 
[Sensor: Sin Wave 2] { Time: 4:50:15 PM 16 50 15 .000; Data: -0.188635; } 
[Sensor: Sin Wave 2] { Time: 4:50:20 PM 16 50 20 .000; Data: 0.888200; } 
[Sensor: Sin Wave 2] { Time: 4:50:25 PM 16 50 25 .000; Data: 0.692533; } 
[Sensor: Sin Wave 2] { Time: 4:50:30 PM 16 50 30 .000; Data: -0.495310; } 
[Sensor: Sin Wave 2] { Time: 4:50:35 PM 16 50 35 .000; Data: -0.973534; } 
[Sensor: Sin Wave 2] { Time: 4:50:40 PM 16 50 40 .000; Data: -0.057000; } 
[Sensor: Sin Wave 2] { Time: 4:50:45 PM 16 50 45 .000; Data: 0.941196; } 
[Sensor: Sin Wave 2] { Time: 4:50:50 PM 16 50 50 .000; Data: 0.590964; } 
[Sensor: Sin Wave 2] { Time: 4:50:55 PM 16 50 55 .000; Data: -0.605928; } 
[Sensor: Sin Wave 2] { Time: 4:51:00 PM 16 51 00 .000; Data: -0.934722; } 
[Sensor: Sin Wave 2] { Time: 4:51:05 PM 16 51 05 .000; Data: 0.075638; } 
[Sensor: Sin Wave 2] { Time: 4:51:10 PM 16 51 10 .000; Data: 0.977633; } 
[Sensor: Sin Wave 2] { Time: 4:51:15 PM 16 51 15 .000; Data: 0.478997; } 
[Sensor: Sin Wave 2] { Time: 4:51:20 PM 16 51 20 .000; Data: -0.705886; } 
[Sensor: Sin Wave 2] { Time: 4:51:25 PM 16 51 25 .000; Data: -0.879463; } 
[Sensor: Sin Wave 2] { Time: 4:51:30 PM 16 51 30 .000; Data: 0.206945; } 
[Sensor: Sin Wave 2] { Time: 4:51:35 PM 16 51 35 .000; Data: 0.996869; } 
[Sensor: Sin Wave 2] { Time: 4:51:40 PM 16 51 40 .000; Data: 0.358603; } 
[Sensor: Sin Wave 2] { Time: 4:51:45 PM 16 51 45 .000; Data: -0.793425; } 
[Sensor: Sin Wave 2] { Time: 4:51:50 PM 16 51 50 .000; Data: -0.808732; } 
[Sensor: Sin Wave 2] { Time: 4:51:55 PM 16 51 55 .000; Data: 0.334611; } 
[Sensor: Sin Wave 2] { Time: 4:52:00 PM 16 52 00 .000; Data: 0.998565; } 
[Sensor: Sin Wave 2] { Time: 4:52:05 PM 16 52 05 .000; Data: 0.231899; } 
[Sensor: Sin Wave 2] { Time: 4:52:10 PM 16 52 10 .000; Data: -0.867003; } 
[Sensor: Sin Wave 2] { Time: 4:52:15 PM 16 52 15 .000; Data: -0.723771; } 
[Sensor: Sin Wave 2] { Time: 4:52:20 PM 16 52 20 .000; Data: 0.456390; } 
[Sensor: Sin Wave 2] { Time: 4:52:25 PM 16 52 25 .000; Data: 0.982692; } 
[Sensor: Sin Wave 2] { Time: 4:52:30 PM 16 52 30 .000; Data: 0.101115; } 
[Sensor: Sin Wave 2] { Time: 4:52:35 PM 16 52 35 .000; Data: -0.925327; } 
[Sensor: Sin Wave 2] { Time: 4:52:40 PM 16 52 40 .000; Data: -0.626076; } 
[Sensor: Sin Wave 2] { Time: 4:52:45 PM 16 52 45 .000; Data: 0.570139; } 
[Sensor: Sin Wave 2] { Time: 4:52:50 PM 16 52 50 .000; Data: 0.949529; } 
[Sensor: Sin Wave 2] { Time: 4:52:55 PM 16 52 55 .000; Data: -0.031448; } 
[Sensor: Sin Wave 2] { Time: 4:53:00 PM 16 53 00 .000; Data: -0.967371; } 
[Sensor: Sin Wave 2] { Time: 4:53:05 PM 16 53 05 .000; Data: -0.517365; } 
[Sensor: Sin Wave 2] { Time: 4:53:10 PM 16 53 10 .000; Data: 0.673857; } 
[Sensor: Sin Wave 2] { Time: 4:53:15 PM 16 53 15 .000; Data: 0.899660; } 
[Sensor: Sin Wave 2] { Time: 4:53:20 PM 16 53 20 .000; Data: -0.163458; } 
[Sensor: Sin Wave 2] { Time: 4:53:25 PM 16 53 25 .000; Data: -0.992394; } 
[Sensor: Sin Wave 2] { Time: 4:53:30 PM 16 53 30 .000; Data: -0.399552; } 
[Sensor: Sin Wave 2] { Time: 4:53:35 PM 16 53 35 .000; Data: 0.765718; } 
[Sensor: Sin Wave 2] { Time: 4:53:40 PM 16 53 40 .000; Data: 0.833962; } 
[Sensor: Sin Wave 2] { Time: 4:53:45 PM 16 53 45 .000; Data: -0.292591; } 
[Sensor: Sin Wave 2] { Time: 4:53:50 PM 16 53 50 .000; Data: -0.999957; } 
[Sensor: Sin Wave 2] { Time: 4:53:55 PM 16 53 55 .000; Data: -0.274708; } 
[Sensor: Sin Wave 2] { Time: 4:54:00 PM 16 54 00 .000; Data: 0.844108; } 
[Sensor: Sin Wave 2] { Time: 4:54:05 PM 16 54 05 .000; Data: 0.753591; } 
[Sensor: Sin Wave 2] { Time: 4:54:10 PM 16 54 10 .000; Data: -0.416577; } 
[Sensor: Sin Wave 2] { Time: 4:54:15 PM 16 54 15 .000; Data: -0.989926; } 
[Sensor: Sin Wave 2] { Time: 4:54:20 PM 16 54 20 .000; Data: -0.145032; } 
[Sensor: Sin Wave 2] { Time: 4:54:25 PM 16 54 25 .000; Data: 0.907645; } 
[Sensor: Sin Wave 2] { Time: 4:54:30 PM 16 54 30 .000; Data: 0.659961; } 
[Sensor: Sin Wave 2] { Time: 4:54:35 PM 16 54 35 .000; Data: -0.533233; } 
[Sensor: Sin Wave 2] { Time: 4:54:40 PM 16 54 40 .000; Data: -0.962478; } 
[Sensor: Sin Wave 2] { Time: 4:54:45 PM 16 54 45 .000; Data: -0.012804; } 
[Sensor: Sin Wave 2] { Time: 4:54:50 PM 16 54 50 .000; Data: 0.955214; } 
[Sensor: Sin Wave 2] { Time: 4:54:55 PM 16 54 55 .000; Data: 0.554720; } 
[Sensor: Sin Wave 2] { Time: 4:55:00 PM 16 55 00 .000; Data: -0.640508; } 
[Sensor: Sin Wave 2] { Time: 4:55:05 PM 16 55 05 .000; Data: -0.918095; } 
[Sensor: Sin Wave 2] { Time: 4:55:10 PM 16 55 10 .000; Data: 0.119650; } 
[Sensor: Sin Wave 2] { Time: 4:55:15 PM 16 55 15 .000; Data: 0.985976; } 
[Sensor: Sin Wave 2] { Time: 4:55:20 PM 16 55 20 .000; Data: 0.439718; } 
[Sensor: Sin Wave 2] { Time: 4:55:25 PM 16 55 25 .000; Data: -0.736513; } 
[Sensor: Sin Wave 2] { Time: 4:55:30 PM 16 55 30 .000; Data: -0.857560; } 
[Sensor: Sin Wave 2] { Time: 4:55:35 PM 16 55 35 .000; Data: 0.249998; } 
